produktionsauftrag_id;erstellungsdatum;auftragsart;durchlaufzeit_bkt;kundenstatus;kundenbranche;anwendungstyp;anzahl_werkstuecktraeger;material;oberflaechenbehandlung;laenge_mm;breite_mm;hoehe_mm;traglast_kg;anzahl_aufnahmepunkte;anzahl_einzelteile;anzahl_zukaufteile;anteil_lagerhaltiger_einzelteile;anzahl_arbeitsgaenge;vorgabezeit_saegen_min;vorgabezeit_drehen_min;vorgabezeit_fraesen_min;vorgabezeit_montage_min
PA2026-0985;2026-04-20;Standard;12;Neukunde;Logistiktechnik;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2026-0986;2026-04-16;Standard;3;Neukunde;Logistiktechnik;Bearbeitung;10;Stahl;pulverbeschichtet;26;26;7;0,02;4;30;30;1,0;4;0;0;70;10
PA2026-0987;2026-04-21;Standard;6;Bestandskunde;Sonstige;Bearbeitung;16;Stahl;pulverbeschichtet;26;26;7;0,032;4;48;48;1,0;4;0;0;112;16
PA2026-0988;2026-04-20;Standard;8;Bestandskunde;Automobilindustrie;Bearbeitung;6;Stahl;pulverbeschichtet;28;28;15;0,018;4;18;18;1,0;4;0;0;48;6
PA2026-0989;2026-04-19;Standard;9;Bestandskunde;Automobilindustrie;Bearbeitung;11;Stahl;pulverbeschichtet;28;28;15;0,033;4;33;33;1,0;4;0;0;88;11
PA2026-0990;2026-04-16;Änderung;15;Bestandskunde;Maschinenbau;Bearbeitung;10;Stahl;pulverbeschichtet;26;26;7;0,02;4;30;30;1,0;4;0;0;70;10
PA2026-0991;2026-04-18;Standard;15;Bestandskunde;Maschinenbau;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2026-0992;2026-04-22;Änderung;13;Bestandskunde;Medizintechnik;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2026-0993;2026-04-22;Standard;14;Bestandskunde;Automobilindustrie;Bearbeitung;1;Stahl;pulverbeschichtet;26;26;7;0,002;4;3;3;1,0;4;0;0;7;1
PA2026-0994;2026-04-16;Standard;11;Bestandskunde;Maschinenbau;Bearbeitung;3;Stahl;pulverbeschichtet;28;28;15;0,009;4;9;9;1,0;4;0;0;24;3
PA2026-0995;2026-04-19;Standard;13;Bestandskunde;Maschinenbau;Bearbeitung;6;Stahl;pulverbeschichtet;26;26;7;0,012;4;18;18;1,0;4;0;0;42;6
PA2026-0996;2026-04-17;Standard;10;Neukunde;Maschinenbau;Bearbeitung;13;Stahl;pulverbeschichtet;26;26;7;0,026;4;39;39;1,0;4;0;0;91;13
PA2026-0997;2026-04-22;Standard;12;Bestandskunde;Logistiktechnik;Bearbeitung;19;Stahl;pulverbeschichtet;26;26;7;0,038;4;57;57;1,0;4;0;0;133;19
PA2026-0998;2026-04-19;Änderung;12;Bestandskunde;Haushaltsgeräte;Bearbeitung;13;Stahl;pulverbeschichtet;28;28;15;0,039;4;39;39;1,0;4;0;0;104;13
PA2026-0999;2026-04-18;Standard;6;Bestandskunde;Haushaltsgeräte;Bearbeitung;9;Stahl;pulverbeschichtet;28;28;15;0,027;4;27;27;1,0;4;0;0;72;9
PA2026-1000;2026-04-17;Standard;5;Bestandskunde;Automobilindustrie;Bearbeitung;3;Stahl;pulverbeschichtet;28;28;15;0,009;4;9;9;1,0;4;0;0;24;3
PA2026-1001;2026-04-16;Änderung;6;Bestandskunde;Logistiktechnik;Bearbeitung;5;Stahl;pulverbeschichtet;28;28;15;0,015;4;15;15;1,0;4;0;0;40;5
PA2026-1002;2026-04-20;Änderung;6;Bestandskunde;Maschinenbau;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2026-1003;2026-04-17;Standard;10;Bestandskunde;Automobilindustrie;Bearbeitung;9;Stahl;pulverbeschichtet;28;28;15;0,027;4;27;27;1,0;4;0;0;72;9
PA2026-1004;2026-04-20;Standard;4;Bestandskunde;Maschinenbau;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2026-1005;2026-04-19;Standard;11;Bestandskunde;Haushaltsgeräte;Bearbeitung;2;Stahl;pulverbeschichtet;26;26;7;0,004;4;6;6;1,0;4;0;0;14;2
PA2026-1006;2026-04-20;Standard;10;Bestandskunde;Logistiktechnik;Bearbeitung;14;Stahl;pulverbeschichtet;26;26;7;0,028;4;42;42;1,0;4;0;0;98;14
PA2026-1007;2026-04-21;Standard;13;Bestandskunde;Haushaltsgeräte;Bearbeitung;16;Stahl;pulverbeschichtet;26;26;7;0,032;4;48;48;1,0;4;0;0;112;16
PA2026-1008;2026-04-20;Standard;8;Bestandskunde;Maschinenbau;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2026-1009;2026-04-21;Änderung;12;Bestandskunde;Automobilindustrie;Bearbeitung;2;Stahl;pulverbeschichtet;28;28;15;0,006;4;6;6;1,0;4;0;0;16;2
PA2026-1010;2026-04-17;Änderung;10;Bestandskunde;Logistiktechnik;Bearbeitung;1;Stahl;pulverbeschichtet;26;26;7;0,002;4;3;3;1,0;4;0;0;7;1
PA2026-1011;2026-04-16;Änderung;12;Bestandskunde;Maschinenbau;Bearbeitung;12;Stahl;pulverbeschichtet;28;28;15;0,036;4;36;36;1,0;4;0;0;96;12
PA2026-1012;2026-04-17;Standard;8;Bestandskunde;Automobilindustrie;Bearbeitung;3;Stahl;pulverbeschichtet;26;26;7;0,006;4;9;9;1,0;4;0;0;21;3
PA2026-1013;2026-04-18;Standard;7;Bestandskunde;Automobilindustrie;Bearbeitung;15;Stahl;pulverbeschichtet;28;28;15;0,045;4;45;45;1,0;4;0;0;120;15
PA2026-1014;2026-04-20;Standard;14;Bestandskunde;Automobilindustrie;Bearbeitung;19;Stahl;pulverbeschichtet;28;28;15;0,057;4;57;57;1,0;4;0;0;152;19
PA2026-1015;2026-04-19;Änderung;13;Bestandskunde;Sonstige;Bearbeitung;16;Stahl;pulverbeschichtet;26;26;7;0,032;4;48;48;1,0;4;0;0;112;16
PA2026-1016;2026-04-18;Standard;15;Bestandskunde;Haushaltsgeräte;Bearbeitung;11;Stahl;pulverbeschichtet;26;26;7;0,022;4;33;33;1,0;4;0;0;77;11
PA2026-1017;2026-04-18;Standard;13;Bestandskunde;Automobilindustrie;Bearbeitung;3;Stahl;pulverbeschichtet;26;26;7;0,006;4;9;9;1,0;4;0;0;21;3
PA2026-1018;2026-04-18;Standard;5;Bestandskunde;Haushaltsgeräte;Bearbeitung;8;Stahl;pulverbeschichtet;26;26;7;0,016;4;24;24;1,0;4;0;0;56;8
PA2026-1019;2026-04-20;Änderung;11;Bestandskunde;Automobilindustrie;Bearbeitung;17;Stahl;pulverbeschichtet;26;26;7;0,034;4;51;51;1,0;4;0;0;119;17
PA2026-1020;2026-04-17;Standard;10;Bestandskunde;Medizintechnik;Bearbeitung;10;Stahl;pulverbeschichtet;28;28;15;0,03;4;30;30;1,0;4;0;0;80;10
PA2026-1021;2026-04-21;Standard;11;Bestandskunde;Medizintechnik;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2026-1022;2026-04-22;Standard;7;Bestandskunde;Automobilindustrie;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2026-1023;2026-04-17;Änderung;13;Bestandskunde;Automobilindustrie;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2026-1024;2026-04-21;Standard;4;Bestandskunde;Automobilindustrie;Bearbeitung;5;Stahl;pulverbeschichtet;28;28;15;0,015;4;15;15;1,0;4;0;0;40;5
PA2026-1025;2026-04-21;Änderung;10;Bestandskunde;Sonstige;Bearbeitung;3;Stahl;pulverbeschichtet;26;26;7;0,006;4;9;9;1,0;4;0;0;21;3
PA2026-1026;2026-04-18;Standard;10;Bestandskunde;Medizintechnik;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2026-1027;2026-04-17;Standard;5;Bestandskunde;Haushaltsgeräte;Bearbeitung;10;Stahl;pulverbeschichtet;26;26;7;0,02;4;30;30;1,0;4;0;0;70;10
PA2026-1028;2026-04-20;Änderung;14;Neukunde;Maschinenbau;Bearbeitung;7;Stahl;pulverbeschichtet;28;28;15;0,021;4;21;21;1,0;4;0;0;56;7
PA2026-1029;2026-04-17;Standard;3;Bestandskunde;Sonstige;Bearbeitung;18;Stahl;pulverbeschichtet;26;26;7;0,036;4;54;54;1,0;4;0;0;126;18
PA2026-1030;2026-04-21;Standard;14;Bestandskunde;Haushaltsgeräte;Bearbeitung;3;Stahl;pulverbeschichtet;26;26;7;0,006;4;9;9;1,0;4;0;0;21;3
PA2026-1031;2026-04-18;Standard;5;Bestandskunde;Sonstige;Bearbeitung;12;Stahl;pulverbeschichtet;28;28;15;0,036;4;36;36;1,0;4;0;0;96;12
PA2026-1032;2026-04-22;Standard;7;Bestandskunde;Maschinenbau;Bearbeitung;17;Stahl;pulverbeschichtet;26;26;7;0,034;4;51;51;1,0;4;0;0;119;17
PA2026-1033;2026-04-19;Standard;5;Bestandskunde;Haushaltsgeräte;Bearbeitung;11;Stahl;pulverbeschichtet;26;26;7;0,022;4;33;33;1,0;4;0;0;77;11
PA2026-1034;2026-04-21;Standard;13;Neukunde;Automobilindustrie;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2026-1035;2026-04-16;Standard;6;Bestandskunde;Logistiktechnik;Bearbeitung;14;Stahl;pulverbeschichtet;26;26;7;0,028;4;42;42;1,0;4;0;0;98;14
PA2026-1036;2026-04-16;Änderung;14;Bestandskunde;Medizintechnik;Bearbeitung;4;Stahl;pulverbeschichtet;28;28;15;0,012;4;12;12;1,0;4;0;0;32;4
PA2026-1037;2026-04-19;Standard;15;Bestandskunde;Automobilindustrie;Bearbeitung;5;Stahl;pulverbeschichtet;28;28;15;0,015;4;15;15;1,0;4;0;0;40;5
PA2026-1038;2026-04-21;Standard;12;Bestandskunde;Medizintechnik;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2026-1039;2026-04-21;Änderung;8;Bestandskunde;Maschinenbau;Bearbeitung;12;Stahl;pulverbeschichtet;26;26;7;0,024;4;36;36;1,0;4;0;0;84;12
PA2026-1040;2026-04-22;Standard;13;Bestandskunde;Automobilindustrie;Bearbeitung;13;Stahl;pulverbeschichtet;26;26;7;0,026;4;39;39;1,0;4;0;0;91;13
PA2026-1041;2026-04-16;Änderung;8;Bestandskunde;Maschinenbau;Bearbeitung;6;Stahl;pulverbeschichtet;28;28;15;0,018;4;18;18;1,0;4;0;0;48;6
PA2026-1042;2026-04-18;Änderung;13;Bestandskunde;Sonstige;Bearbeitung;3;Stahl;pulverbeschichtet;28;28;15;0,009;4;9;9;1,0;4;0;0;24;3
PA2026-1043;2026-04-21;Änderung;13;Bestandskunde;Maschinenbau;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2026-1044;2026-04-21;Standard;9;Bestandskunde;Medizintechnik;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2026-1045;2026-04-21;Standard;3;Bestandskunde;Automobilindustrie;Bearbeitung;6;Stahl;pulverbeschichtet;28;28;15;0,018;4;18;18;1,0;4;0;0;48;6
PA2026-1046;2026-04-17;Standard;3;Bestandskunde;Maschinenbau;Bearbeitung;11;Stahl;pulverbeschichtet;28;28;15;0,033;4;33;33;1,0;4;0;0;88;11
PA2026-1047;2026-04-17;Standard;8;Neukunde;Haushaltsgeräte;Bearbeitung;5;Stahl;pulverbeschichtet;26;26;7;0,01;4;15;15;1,0;4;0;0;35;5
PA2026-1048;2026-04-19;Änderung;15;Bestandskunde;Logistiktechnik;Bearbeitung;6;Stahl;pulverbeschichtet;28;28;15;0,018;4;18;18;1,0;4;0;0;48;6
PA2026-1049;2026-04-17;Standard;5;Bestandskunde;Logistiktechnik;Bearbeitung;13;Stahl;pulverbeschichtet;28;28;15;0,039;4;39;39;1,0;4;0;0;104;13
PA2026-1050;2026-04-16;Standard;8;Bestandskunde;Automobilindustrie;Bearbeitung;7;Stahl;pulverbeschichtet;26;26;7;0,014;4;21;21;1,0;4;0;0;49;7
PA2026-1051;2026-04-29;Standard;7;Bestandskunde;Haushaltsgeräte;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2026-1052;2026-04-23;Änderung;11;Bestandskunde;Logistiktechnik;Bearbeitung;1;Stahl;pulverbeschichtet;28;28;15;0,003;4;3;3;1,0;4;0;0;8;1
PA2026-1053;2026-04-29;Standard;14;Bestandskunde;Logistiktechnik;Bearbeitung;7;Stahl;pulverbeschichtet;28;28;15;0,021;4;21;21;1,0;4;0;0;56;7
PA2026-1054;2026-04-28;Standard;14;Bestandskunde;Automobilindustrie;Bearbeitung;7;Stahl;pulverbeschichtet;28;28;15;0,021;4;21;21;1,0;4;0;0;56;7
PA2026-1055;2026-04-28;Standard;8;Bestandskunde;Maschinenbau;Bearbeitung;5;Stahl;pulverbeschichtet;26;26;7;0,01;4;15;15;1,0;4;0;0;35;5
PA2026-1056;2026-04-25;Änderung;9;Bestandskunde;Automobilindustrie;Bearbeitung;12;Stahl;pulverbeschichtet;26;26;7;0,024;4;36;36;1,0;4;0;0;84;12
PA2026-1057;2026-04-23;Standard;14;Bestandskunde;Haushaltsgeräte;Bearbeitung;13;Stahl;pulverbeschichtet;28;28;15;0,039;4;39;39;1,0;4;0;0;104;13
PA2026-1058;2026-04-28;Standard;13;Bestandskunde;Sonstige;Bearbeitung;4;Stahl;pulverbeschichtet;26;26;7;0,008;4;12;12;1,0;4;0;0;28;4
PA2026-1059;2026-04-25;Standard;9;Bestandskunde;Logistiktechnik;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2026-1060;2026-04-25;Standard;15;Bestandskunde;Sonstige;Bearbeitung;13;Stahl;pulverbeschichtet;26;26;7;0,026;4;39;39;1,0;4;0;0;91;13
PA2026-1061;2026-04-27;Änderung;4;Bestandskunde;Maschinenbau;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2026-1062;2026-04-26;Änderung;7;Bestandskunde;Automobilindustrie;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2026-1063;2026-04-23;Standard;11;Bestandskunde;Maschinenbau;Bearbeitung;9;Stahl;pulverbeschichtet;26;26;7;0,018;4;27;27;1,0;4;0;0;63;9
PA2026-1064;2026-04-25;Standard;10;Bestandskunde;Logistiktechnik;Bearbeitung;9;Stahl;pulverbeschichtet;28;28;15;0,027;4;27;27;1,0;4;0;0;72;9
PA2026-1065;2026-04-24;Änderung;10;Bestandskunde;Automobilindustrie;Bearbeitung;5;Stahl;pulverbeschichtet;28;28;15;0,015;4;15;15;1,0;4;0;0;40;5
PA2026-1066;2026-04-24;Standard;5;Bestandskunde;Maschinenbau;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2026-1067;2026-04-28;Änderung;13;Neukunde;Sonstige;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2026-1068;2026-04-25;Standard;15;Bestandskunde;Maschinenbau;Bearbeitung;5;Stahl;pulverbeschichtet;26;26;7;0,01;4;15;15;1,0;4;0;0;35;5
PA2026-1069;2026-04-23;Änderung;7;Bestandskunde;Sonstige;Bearbeitung;6;Stahl;pulverbeschichtet;26;26;7;0,012;4;18;18;1,0;4;0;0;42;6
PA2026-1070;2026-04-28;Standard;8;Bestandskunde;Maschinenbau;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2026-1071;2026-04-23;Standard;8;Bestandskunde;Automobilindustrie;Bearbeitung;11;Stahl;pulverbeschichtet;26;26;7;0,022;4;33;33;1,0;4;0;0;77;11
PA2026-1072;2026-04-28;Standard;6;Bestandskunde;Sonstige;Bearbeitung;4;Stahl;pulverbeschichtet;26;26;7;0,008;4;12;12;1,0;4;0;0;28;4
PA2026-1073;2026-04-23;Änderung;5;Bestandskunde;Automobilindustrie;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2026-1074;2026-04-25;Standard;4;Bestandskunde;Logistiktechnik;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2026-1075;2026-04-28;Standard;7;Bestandskunde;Maschinenbau;Bearbeitung;10;Stahl;pulverbeschichtet;28;28;15;0,03;4;30;30;1,0;4;0;0;80;10
PA2026-1076;2026-04-28;Änderung;5;Bestandskunde;Medizintechnik;Bearbeitung;3;Stahl;pulverbeschichtet;28;28;15;0,009;4;9;9;1,0;4;0;0;24;3
PA2026-1077;2026-04-24;Änderung;8;Bestandskunde;Sonstige;Bearbeitung;3;Stahl;pulverbeschichtet;28;28;15;0,009;4;9;9;1,0;4;0;0;24;3
PA2026-1078;2026-04-24;Änderung;11;Bestandskunde;Sonstige;Bearbeitung;5;Stahl;pulverbeschichtet;26;26;7;0,01;4;15;15;1,0;4;0;0;35;5
PA2026-1079;2026-04-26;Standard;14;Neukunde;Sonstige;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2026-1080;2026-04-28;Standard;6;Bestandskunde;Automobilindustrie;Bearbeitung;16;Stahl;pulverbeschichtet;26;26;7;0,032;4;48;48;1,0;4;0;0;112;16
PA2026-1081;2026-04-26;Standard;10;Bestandskunde;Automobilindustrie;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2026-1082;2026-04-24;Änderung;12;Bestandskunde;Sonstige;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2026-1083;2026-04-28;Standard;8;Neukunde;Automobilindustrie;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2026-1084;2026-04-26;Standard;14;Bestandskunde;Logistiktechnik;Bearbeitung;10;Stahl;pulverbeschichtet;26;26;7;0,02;4;30;30;1,0;4;0;0;70;10
PA2026-1085;2026-04-28;Änderung;10;Bestandskunde;Automobilindustrie;Bearbeitung;10;Stahl;pulverbeschichtet;26;26;7;0,02;4;30;30;1,0;4;0;0;70;10
PA2026-1086;2026-04-23;Standard;15;Bestandskunde;Logistiktechnik;Bearbeitung;4;Stahl;pulverbeschichtet;26;26;7;0,008;4;12;12;1,0;4;0;0;28;4
PA2026-1087;2026-04-28;Standard;9;Bestandskunde;Sonstige;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2026-1088;2026-04-28;Standard;13;Bestandskunde;Logistiktechnik;Bearbeitung;13;Stahl;pulverbeschichtet;26;26;7;0,026;4;39;39;1,0;4;0;0;91;13
PA2026-1089;2026-04-26;Standard;10;Bestandskunde;Automobilindustrie;Bearbeitung;15;Stahl;pulverbeschichtet;26;26;7;0,03;4;45;45;1,0;4;0;0;105;15
PA2026-1090;2026-04-29;Änderung;7;Bestandskunde;Maschinenbau;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2026-1091;2026-04-23;Änderung;12;Bestandskunde;Sonstige;Bearbeitung;4;Stahl;pulverbeschichtet;28;28;15;0,012;4;12;12;1,0;4;0;0;32;4
PA2026-1092;2026-04-28;Änderung;14;Bestandskunde;Haushaltsgeräte;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2026-1093;2026-04-27;Änderung;12;Bestandskunde;Logistiktechnik;Bearbeitung;13;Stahl;pulverbeschichtet;28;28;15;0,039;4;39;39;1,0;4;0;0;104;13
PA2026-1094;2026-04-24;Standard;5;Bestandskunde;Automobilindustrie;Bearbeitung;1;Stahl;pulverbeschichtet;28;28;15;0,003;4;3;3;1,0;4;0;0;8;1
PA2026-1095;2026-04-24;Änderung;14;Bestandskunde;Logistiktechnik;Bearbeitung;14;Stahl;pulverbeschichtet;26;26;7;0,028;4;42;42;1,0;4;0;0;98;14
PA2026-1096;2026-04-25;Standard;14;Bestandskunde;Sonstige;Bearbeitung;4;Stahl;pulverbeschichtet;26;26;7;0,008;4;12;12;1,0;4;0;0;28;4
PA2026-1097;2026-04-28;Änderung;13;Bestandskunde;Haushaltsgeräte;Bearbeitung;15;Stahl;pulverbeschichtet;26;26;7;0,03;4;45;45;1,0;4;0;0;105;15
PA2026-1098;2026-04-25;Änderung;12;Bestandskunde;Maschinenbau;Bearbeitung;14;Stahl;pulverbeschichtet;26;26;7;0,028;4;42;42;1,0;4;0;0;98;14
PA2026-1099;2026-04-28;Standard;10;Bestandskunde;Logistiktechnik;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2026-1100;2026-04-28;Änderung;4;Bestandskunde;Automobilindustrie;Bearbeitung;11;Stahl;pulverbeschichtet;28;28;15;0,033;4;33;33;1,0;4;0;0;88;11
PA2026-1101;2026-04-28;Änderung;13;Bestandskunde;Automobilindustrie;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2026-1102;2026-04-28;Standard;13;Bestandskunde;Maschinenbau;Bearbeitung;7;Stahl;pulverbeschichtet;28;28;15;0,021;4;21;21;1,0;4;0;0;56;7
PA2026-1103;2026-04-26;Änderung;10;Bestandskunde;Maschinenbau;Bearbeitung;11;Stahl;pulverbeschichtet;28;28;15;0,033;4;33;33;1,0;4;0;0;88;11
PA2026-1104;2026-04-25;Standard;12;Bestandskunde;Medizintechnik;Bearbeitung;12;Stahl;pulverbeschichtet;28;28;15;0,036;4;36;36;1,0;4;0;0;96;12
PA2026-1105;2026-04-27;Änderung;9;Bestandskunde;Medizintechnik;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2026-1106;2026-04-24;Standard;6;Bestandskunde;Sonstige;Bearbeitung;14;Stahl;pulverbeschichtet;26;26;7;0,028;4;42;42;1,0;4;0;0;98;14
PA2026-1107;2026-04-24;Standard;7;Bestandskunde;Logistiktechnik;Bearbeitung;12;Stahl;pulverbeschichtet;28;28;15;0,036;4;36;36;1,0;4;0;0;96;12
PA2026-1108;2026-04-28;Standard;8;Bestandskunde;Automobilindustrie;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2026-1109;2026-04-25;Standard;13;Bestandskunde;Logistiktechnik;Bearbeitung;18;Stahl;pulverbeschichtet;26;26;7;0,036;4;54;54;1,0;4;0;0;126;18
PA2026-1110;2026-04-25;Änderung;10;Neukunde;Automobilindustrie;Bearbeitung;18;Stahl;pulverbeschichtet;26;26;7;0,036;4;54;54;1,0;4;0;0;126;18
PA2026-1111;2026-04-29;Änderung;15;Bestandskunde;Maschinenbau;Bearbeitung;2;Stahl;pulverbeschichtet;28;28;15;0,006;4;6;6;1,0;4;0;0;16;2
PA2026-1112;2026-04-29;Änderung;6;Bestandskunde;Haushaltsgeräte;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2026-1113;2026-04-27;Standard;6;Bestandskunde;Logistiktechnik;Bearbeitung;7;Stahl;pulverbeschichtet;26;26;7;0,014;4;21;21;1,0;4;0;0;49;7
PA2026-1114;2026-04-28;Standard;10;Neukunde;Automobilindustrie;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2026-1115;2026-04-28;Änderung;12;Bestandskunde;Medizintechnik;Bearbeitung;7;Stahl;pulverbeschichtet;26;26;7;0,014;4;21;21;1,0;4;0;0;49;7
PA2026-1116;2026-04-29;Standard;3;Bestandskunde;Automobilindustrie;Bearbeitung;11;Stahl;pulverbeschichtet;28;28;15;0,033;4;33;33;1,0;4;0;0;88;11
PA2026-1117;2026-04-24;Standard;5;Neukunde;Sonstige;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2026-1118;2026-04-28;Standard;8;Neukunde;Logistiktechnik;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2026-1119;2026-04-29;Standard;12;Bestandskunde;Maschinenbau;Bearbeitung;15;Stahl;pulverbeschichtet;26;26;7;0,03;4;45;45;1,0;4;0;0;105;15
PA2026-1120;2026-04-26;Standard;7;Bestandskunde;Haushaltsgeräte;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2026-1121;2026-04-25;Änderung;10;Bestandskunde;Automobilindustrie;Bearbeitung;14;Stahl;pulverbeschichtet;26;26;7;0,028;4;42;42;1,0;4;0;0;98;14
PA2026-1122;2026-04-29;Änderung;4;Bestandskunde;Maschinenbau;Bearbeitung;19;Stahl;pulverbeschichtet;26;26;7;0,038;4;57;57;1,0;4;0;0;133;19
PA2026-1123;2026-04-26;Änderung;13;Bestandskunde;Automobilindustrie;Bearbeitung;10;Stahl;pulverbeschichtet;26;26;7;0,02;4;30;30;1,0;4;0;0;70;10
PA2026-1124;2026-04-23;Standard;9;Bestandskunde;Sonstige;Bearbeitung;5;Stahl;pulverbeschichtet;28;28;15;0,015;4;15;15;1,0;4;0;0;40;5
PA2026-1125;2026-04-28;Standard;8;Bestandskunde;Automobilindustrie;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2026-1126;2026-04-25;Standard;12;Bestandskunde;Automobilindustrie;Bearbeitung;3;Stahl;pulverbeschichtet;28;28;15;0,009;4;9;9;1,0;4;0;0;24;3
PA2026-1127;2026-04-26;Standard;7;Bestandskunde;Maschinenbau;Bearbeitung;7;Stahl;pulverbeschichtet;26;26;7;0,014;4;21;21;1,0;4;0;0;49;7
PA2026-1128;2026-04-27;Standard;11;Bestandskunde;Haushaltsgeräte;Bearbeitung;1;Stahl;pulverbeschichtet;26;26;7;0,002;4;3;3;1,0;4;0;0;7;1
PA2026-1129;2026-04-29;Standard;10;Bestandskunde;Medizintechnik;Bearbeitung;4;Stahl;pulverbeschichtet;28;28;15;0,012;4;12;12;1,0;4;0;0;32;4
PA2026-1130;2026-04-25;Standard;15;Bestandskunde;Automobilindustrie;Bearbeitung;4;Stahl;pulverbeschichtet;26;26;7;0,008;4;12;12;1,0;4;0;0;28;4
PA2026-1131;2026-04-27;Standard;4;Neukunde;Medizintechnik;Bearbeitung;19;Stahl;pulverbeschichtet;28;28;15;0,057;4;57;57;1,0;4;0;0;152;19
PA2026-1132;2026-04-25;Standard;10;Bestandskunde;Sonstige;Bearbeitung;19;Stahl;pulverbeschichtet;26;26;7;0,038;4;57;57;1,0;4;0;0;133;19
