produktionsauftrag_id;erstellungsdatum;auftragsart;durchlaufzeit_bkt;kundenstatus;kundenbranche;anwendungstyp;anzahl_werkstuecktraeger;material;oberflaechenbehandlung;laenge_mm;breite_mm;hoehe_mm;traglast_kg;anzahl_aufnahmepunkte;anzahl_einzelteile;anzahl_zukaufteile;anteil_lagerhaltiger_einzelteile;anzahl_arbeitsgaenge;vorgabezeit_saegen_min;vorgabezeit_drehen_min;vorgabezeit_fraesen_min;vorgabezeit_montage_min
PA2025-0728;2025-03-27;Standard;11;Bestandskunde;Maschinenbau;Bearbeitung;18;Stahl;pulverbeschichtet;28;28;15;0,054;4;54;54;1,0;4;0;0;144;18
PA2025-0729;2025-03-30;Standard;15;Bestandskunde;Haushaltsgeräte;Bearbeitung;10;Stahl;pulverbeschichtet;28;28;15;0,03;4;30;30;1,0;4;0;0;80;10
PA2025-0730;2025-03-31;Änderung;11;Bestandskunde;Sonstige;Bearbeitung;3;Stahl;pulverbeschichtet;28;28;15;0,009;4;9;9;1,0;4;0;0;24;3
PA2025-0731;2025-03-27;Standard;4;Bestandskunde;Medizintechnik;Bearbeitung;4;Stahl;pulverbeschichtet;26;26;7;0,008;4;12;12;1,0;4;0;0;28;4
PA2025-0732;2025-03-31;Standard;14;Bestandskunde;Maschinenbau;Bearbeitung;9;Stahl;pulverbeschichtet;26;26;7;0,018;4;27;27;1,0;4;0;0;63;9
PA2025-0733;2025-03-27;Standard;5;Neukunde;Medizintechnik;Bearbeitung;16;Stahl;pulverbeschichtet;26;26;7;0,032;4;48;48;1,0;4;0;0;112;16
PA2025-0734;2025-04-01;Standard;4;Bestandskunde;Automobilindustrie;Bearbeitung;14;Stahl;pulverbeschichtet;26;26;7;0,028;4;42;42;1,0;4;0;0;98;14
PA2025-0735;2025-03-26;Standard;9;Bestandskunde;Medizintechnik;Bearbeitung;10;Stahl;pulverbeschichtet;28;28;15;0,03;4;30;30;1,0;4;0;0;80;10
PA2025-0736;2025-03-30;Änderung;6;Bestandskunde;Automobilindustrie;Bearbeitung;13;Stahl;pulverbeschichtet;26;26;7;0,026;4;39;39;1,0;4;0;0;91;13
PA2025-0737;2025-03-30;Standard;10;Bestandskunde;Maschinenbau;Bearbeitung;18;Stahl;pulverbeschichtet;26;26;7;0,036;4;54;54;1,0;4;0;0;126;18
PA2025-0738;2025-03-26;Änderung;12;Neukunde;Maschinenbau;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2025-0739;2025-04-01;Standard;8;Bestandskunde;Automobilindustrie;Bearbeitung;6;Stahl;pulverbeschichtet;26;26;7;0,012;4;18;18;1,0;4;0;0;42;6
PA2025-0740;2025-03-28;Änderung;10;Bestandskunde;Logistiktechnik;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2025-0741;2025-03-27;Änderung;7;Bestandskunde;Logistiktechnik;Bearbeitung;9;Stahl;pulverbeschichtet;28;28;15;0,027;4;27;27;1,0;4;0;0;72;9
PA2025-0742;2025-03-29;Standard;12;Bestandskunde;Medizintechnik;Bearbeitung;10;Stahl;pulverbeschichtet;28;28;15;0,03;4;30;30;1,0;4;0;0;80;10
PA2025-0743;2025-03-28;Standard;3;Bestandskunde;Automobilindustrie;Bearbeitung;11;Stahl;pulverbeschichtet;26;26;7;0,022;4;33;33;1,0;4;0;0;77;11
PA2025-0744;2025-03-30;Standard;15;Bestandskunde;Maschinenbau;Bearbeitung;5;Stahl;pulverbeschichtet;26;26;7;0,01;4;15;15;1,0;4;0;0;35;5
PA2025-0745;2025-03-29;Änderung;11;Bestandskunde;Automobilindustrie;Bearbeitung;19;Stahl;pulverbeschichtet;26;26;7;0,038;4;57;57;1,0;4;0;0;133;19
PA2025-0746;2025-03-28;Standard;10;Bestandskunde;Maschinenbau;Bearbeitung;7;Stahl;pulverbeschichtet;26;26;7;0,014;4;21;21;1,0;4;0;0;49;7
PA2025-0747;2025-04-01;Standard;14;Bestandskunde;Automobilindustrie;Bearbeitung;19;Stahl;pulverbeschichtet;26;26;7;0,038;4;57;57;1,0;4;0;0;133;19
PA2025-0748;2025-03-26;Standard;12;Bestandskunde;Medizintechnik;Bearbeitung;11;Stahl;pulverbeschichtet;26;26;7;0,022;4;33;33;1,0;4;0;0;77;11
PA2025-0749;2025-03-29;Standard;5;Bestandskunde;Maschinenbau;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2025-0750;2025-03-26;Änderung;10;Bestandskunde;Automobilindustrie;Bearbeitung;19;Stahl;pulverbeschichtet;26;26;7;0,038;4;57;57;1,0;4;0;0;133;19
PA2025-0751;2025-03-30;Standard;10;Bestandskunde;Automobilindustrie;Bearbeitung;13;Stahl;pulverbeschichtet;26;26;7;0,026;4;39;39;1,0;4;0;0;91;13
PA2025-0752;2025-03-30;Änderung;15;Bestandskunde;Medizintechnik;Bearbeitung;13;Stahl;pulverbeschichtet;28;28;15;0,039;4;39;39;1,0;4;0;0;104;13
PA2025-0753;2025-03-28;Änderung;5;Neukunde;Maschinenbau;Bearbeitung;18;Stahl;pulverbeschichtet;26;26;7;0,036;4;54;54;1,0;4;0;0;126;18
PA2025-0754;2025-03-26;Standard;12;Bestandskunde;Sonstige;Bearbeitung;5;Stahl;pulverbeschichtet;28;28;15;0,015;4;15;15;1,0;4;0;0;40;5
PA2025-0755;2025-03-30;Standard;9;Bestandskunde;Medizintechnik;Bearbeitung;7;Stahl;pulverbeschichtet;26;26;7;0,014;4;21;21;1,0;4;0;0;49;7
PA2025-0756;2025-03-26;Standard;9;Bestandskunde;Automobilindustrie;Bearbeitung;19;Stahl;pulverbeschichtet;26;26;7;0,038;4;57;57;1,0;4;0;0;133;19
PA2025-0757;2025-03-31;Standard;14;Bestandskunde;Automobilindustrie;Bearbeitung;11;Stahl;pulverbeschichtet;26;26;7;0,022;4;33;33;1,0;4;0;0;77;11
PA2025-0758;2025-03-31;Standard;4;Bestandskunde;Maschinenbau;Bearbeitung;12;Stahl;pulverbeschichtet;28;28;15;0,036;4;36;36;1,0;4;0;0;96;12
PA2025-0759;2025-03-27;Änderung;13;Bestandskunde;Haushaltsgeräte;Bearbeitung;7;Stahl;pulverbeschichtet;28;28;15;0,021;4;21;21;1,0;4;0;0;56;7
PA2025-0760;2025-04-01;Änderung;5;Bestandskunde;Automobilindustrie;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2025-0761;2025-03-26;Standard;11;Bestandskunde;Logistiktechnik;Bearbeitung;15;Stahl;pulverbeschichtet;26;26;7;0,03;4;45;45;1,0;4;0;0;105;15
PA2025-0762;2025-03-28;Standard;7;Bestandskunde;Sonstige;Bearbeitung;18;Stahl;pulverbeschichtet;28;28;15;0,054;4;54;54;1,0;4;0;0;144;18
PA2025-0763;2025-03-29;Standard;6;Bestandskunde;Sonstige;Bearbeitung;13;Stahl;pulverbeschichtet;28;28;15;0,039;4;39;39;1,0;4;0;0;104;13
PA2025-0764;2025-03-27;Standard;4;Bestandskunde;Logistiktechnik;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2025-0765;2025-03-29;Änderung;4;Bestandskunde;Maschinenbau;Bearbeitung;12;Stahl;pulverbeschichtet;28;28;15;0,036;4;36;36;1,0;4;0;0;96;12
PA2025-0766;2025-03-28;Standard;11;Bestandskunde;Maschinenbau;Bearbeitung;4;Stahl;pulverbeschichtet;26;26;7;0,008;4;12;12;1,0;4;0;0;28;4
PA2025-0767;2025-04-01;Standard;5;Bestandskunde;Sonstige;Bearbeitung;15;Stahl;pulverbeschichtet;28;28;15;0,045;4;45;45;1,0;4;0;0;120;15
PA2025-0768;2025-03-27;Standard;15;Bestandskunde;Maschinenbau;Bearbeitung;6;Stahl;pulverbeschichtet;26;26;7;0,012;4;18;18;1,0;4;0;0;42;6
PA2025-0769;2025-03-31;Standard;12;Bestandskunde;Logistiktechnik;Bearbeitung;17;Stahl;pulverbeschichtet;26;26;7;0,034;4;51;51;1,0;4;0;0;119;17
PA2025-0770;2025-03-31;Standard;9;Bestandskunde;Maschinenbau;Bearbeitung;1;Stahl;pulverbeschichtet;28;28;15;0,003;4;3;3;1,0;4;0;0;8;1
PA2025-0771;2025-03-27;Standard;11;Bestandskunde;Haushaltsgeräte;Bearbeitung;3;Stahl;pulverbeschichtet;28;28;15;0,009;4;9;9;1,0;4;0;0;24;3
PA2025-0772;2025-03-31;Standard;9;Bestandskunde;Automobilindustrie;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2025-0773;2025-03-28;Standard;13;Bestandskunde;Maschinenbau;Bearbeitung;5;Stahl;pulverbeschichtet;28;28;15;0,015;4;15;15;1,0;4;0;0;40;5
PA2025-0774;2025-03-28;Standard;15;Bestandskunde;Medizintechnik;Bearbeitung;5;Stahl;pulverbeschichtet;26;26;7;0,01;4;15;15;1,0;4;0;0;35;5
PA2025-0775;2025-03-26;Standard;6;Bestandskunde;Haushaltsgeräte;Bearbeitung;5;Stahl;pulverbeschichtet;26;26;7;0,01;4;15;15;1,0;4;0;0;35;5
PA2025-0776;2025-03-29;Änderung;13;Bestandskunde;Maschinenbau;Bearbeitung;9;Stahl;pulverbeschichtet;26;26;7;0,018;4;27;27;1,0;4;0;0;63;9
PA2025-0777;2025-03-26;Änderung;7;Bestandskunde;Maschinenbau;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2025-0778;2025-03-30;Standard;10;Bestandskunde;Logistiktechnik;Bearbeitung;1;Stahl;pulverbeschichtet;28;28;15;0,003;4;3;3;1,0;4;0;0;8;1
PA2025-0779;2025-03-31;Änderung;14;Bestandskunde;Maschinenbau;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2025-0780;2025-04-01;Standard;13;Bestandskunde;Logistiktechnik;Bearbeitung;7;Stahl;pulverbeschichtet;28;28;15;0,021;4;21;21;1,0;4;0;0;56;7
PA2025-0781;2025-04-05;Standard;4;Bestandskunde;Automobilindustrie;Bearbeitung;8;Stahl;pulverbeschichtet;26;26;7;0,016;4;24;24;1,0;4;0;0;56;8
PA2025-0782;2025-04-02;Änderung;7;Bestandskunde;Maschinenbau;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2025-0783;2025-04-04;Standard;13;Bestandskunde;Logistiktechnik;Bearbeitung;2;Stahl;pulverbeschichtet;28;28;15;0,006;4;6;6;1,0;4;0;0;16;2
PA2025-0784;2025-04-04;Standard;11;Bestandskunde;Logistiktechnik;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2025-0785;2025-04-05;Standard;14;Bestandskunde;Automobilindustrie;Bearbeitung;8;Stahl;pulverbeschichtet;26;26;7;0,016;4;24;24;1,0;4;0;0;56;8
PA2025-0786;2025-04-02;Standard;12;Bestandskunde;Logistiktechnik;Bearbeitung;2;Stahl;pulverbeschichtet;28;28;15;0,006;4;6;6;1,0;4;0;0;16;2
PA2025-0787;2025-04-05;Standard;12;Bestandskunde;Maschinenbau;Bearbeitung;10;Stahl;pulverbeschichtet;26;26;7;0,02;4;30;30;1,0;4;0;0;70;10
PA2025-0788;2025-04-05;Standard;10;Bestandskunde;Sonstige;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2025-0789;2025-04-08;Änderung;13;Bestandskunde;Medizintechnik;Bearbeitung;6;Stahl;pulverbeschichtet;26;26;7;0,012;4;18;18;1,0;4;0;0;42;6
PA2025-0790;2025-04-05;Änderung;10;Bestandskunde;Maschinenbau;Bearbeitung;19;Stahl;pulverbeschichtet;26;26;7;0,038;4;57;57;1,0;4;0;0;133;19
PA2025-0791;2025-04-02;Standard;9;Bestandskunde;Logistiktechnik;Bearbeitung;6;Stahl;pulverbeschichtet;26;26;7;0,012;4;18;18;1,0;4;0;0;42;6
PA2025-0792;2025-04-02;Änderung;13;Bestandskunde;Haushaltsgeräte;Bearbeitung;13;Stahl;pulverbeschichtet;26;26;7;0,026;4;39;39;1,0;4;0;0;91;13
PA2025-0793;2025-04-06;Standard;13;Bestandskunde;Sonstige;Bearbeitung;11;Stahl;pulverbeschichtet;26;26;7;0,022;4;33;33;1,0;4;0;0;77;11
PA2025-0794;2025-04-08;Standard;7;Bestandskunde;Medizintechnik;Bearbeitung;14;Stahl;pulverbeschichtet;26;26;7;0,028;4;42;42;1,0;4;0;0;98;14
PA2025-0795;2025-04-07;Änderung;14;Bestandskunde;Maschinenbau;Bearbeitung;5;Stahl;pulverbeschichtet;28;28;15;0,015;4;15;15;1,0;4;0;0;40;5
PA2025-0796;2025-04-06;Standard;10;Bestandskunde;Automobilindustrie;Bearbeitung;16;Stahl;pulverbeschichtet;26;26;7;0,032;4;48;48;1,0;4;0;0;112;16
PA2025-0797;2025-04-03;Änderung;7;Bestandskunde;Automobilindustrie;Bearbeitung;14;Stahl;pulverbeschichtet;26;26;7;0,028;4;42;42;1,0;4;0;0;98;14
PA2025-0798;2025-04-06;Standard;5;Bestandskunde;Logistiktechnik;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2025-0799;2025-04-03;Änderung;6;Bestandskunde;Automobilindustrie;Bearbeitung;5;Stahl;pulverbeschichtet;26;26;7;0,01;4;15;15;1,0;4;0;0;35;5
PA2025-0800;2025-04-04;Änderung;5;Bestandskunde;Medizintechnik;Bearbeitung;6;Stahl;pulverbeschichtet;26;26;7;0,012;4;18;18;1,0;4;0;0;42;6
PA2025-0801;2025-04-06;Standard;8;Bestandskunde;Maschinenbau;Bearbeitung;12;Stahl;pulverbeschichtet;26;26;7;0,024;4;36;36;1,0;4;0;0;84;12
PA2025-0802;2025-04-08;Änderung;10;Bestandskunde;Maschinenbau;Bearbeitung;3;Stahl;pulverbeschichtet;26;26;7;0,006;4;9;9;1,0;4;0;0;21;3
PA2025-0803;2025-04-02;Standard;10;Bestandskunde;Automobilindustrie;Bearbeitung;9;Stahl;pulverbeschichtet;28;28;15;0,027;4;27;27;1,0;4;0;0;72;9
PA2025-0804;2025-04-05;Standard;15;Bestandskunde;Sonstige;Bearbeitung;2;Stahl;pulverbeschichtet;28;28;15;0,006;4;6;6;1,0;4;0;0;16;2
PA2025-0805;2025-04-05;Standard;10;Bestandskunde;Automobilindustrie;Bearbeitung;9;Stahl;pulverbeschichtet;26;26;7;0,018;4;27;27;1,0;4;0;0;63;9
PA2025-0806;2025-04-06;Standard;15;Bestandskunde;Medizintechnik;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2025-0807;2025-04-07;Änderung;10;Bestandskunde;Sonstige;Bearbeitung;1;Stahl;pulverbeschichtet;26;26;7;0,002;4;3;3;1,0;4;0;0;7;1
PA2025-0808;2025-04-08;Änderung;6;Bestandskunde;Automobilindustrie;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2025-0809;2025-04-02;Standard;11;Bestandskunde;Maschinenbau;Bearbeitung;7;Stahl;pulverbeschichtet;28;28;15;0,021;4;21;21;1,0;4;0;0;56;7
PA2025-0810;2025-04-07;Änderung;10;Bestandskunde;Logistiktechnik;Bearbeitung;10;Stahl;pulverbeschichtet;26;26;7;0,02;4;30;30;1,0;4;0;0;70;10
PA2025-0811;2025-04-02;Änderung;11;Neukunde;Logistiktechnik;Bearbeitung;20;Stahl;pulverbeschichtet;28;28;15;0,06;4;60;60;1,0;4;0;0;160;20
PA2025-0812;2025-04-03;Standard;11;Bestandskunde;Logistiktechnik;Bearbeitung;16;Stahl;pulverbeschichtet;26;26;7;0,032;4;48;48;1,0;4;0;0;112;16
PA2025-0813;2025-04-07;Änderung;7;Bestandskunde;Maschinenbau;Bearbeitung;18;Stahl;pulverbeschichtet;28;28;15;0,054;4;54;54;1,0;4;0;0;144;18
PA2025-0814;2025-04-08;Standard;13;Bestandskunde;Automobilindustrie;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2025-0815;2025-04-07;Standard;11;Bestandskunde;Maschinenbau;Bearbeitung;19;Stahl;pulverbeschichtet;28;28;15;0,057;4;57;57;1,0;4;0;0;152;19
PA2025-0816;2025-04-02;Änderung;7;Bestandskunde;Automobilindustrie;Bearbeitung;13;Stahl;pulverbeschichtet;28;28;15;0,039;4;39;39;1,0;4;0;0;104;13
PA2025-0817;2025-04-03;Standard;6;Bestandskunde;Automobilindustrie;Bearbeitung;11;Stahl;pulverbeschichtet;26;26;7;0,022;4;33;33;1,0;4;0;0;77;11
PA2025-0818;2025-04-05;Änderung;5;Bestandskunde;Maschinenbau;Bearbeitung;15;Stahl;pulverbeschichtet;26;26;7;0,03;4;45;45;1,0;4;0;0;105;15
PA2025-0819;2025-04-06;Änderung;10;Bestandskunde;Automobilindustrie;Bearbeitung;2;Stahl;pulverbeschichtet;28;28;15;0,006;4;6;6;1,0;4;0;0;16;2
PA2025-0820;2025-04-05;Änderung;15;Bestandskunde;Logistiktechnik;Bearbeitung;17;Stahl;pulverbeschichtet;26;26;7;0,034;4;51;51;1,0;4;0;0;119;17
PA2025-0821;2025-04-04;Standard;14;Bestandskunde;Automobilindustrie;Bearbeitung;11;Stahl;pulverbeschichtet;26;26;7;0,022;4;33;33;1,0;4;0;0;77;11
PA2025-0822;2025-04-08;Änderung;15;Bestandskunde;Maschinenbau;Bearbeitung;2;Stahl;pulverbeschichtet;26;26;7;0,004;4;6;6;1,0;4;0;0;14;2
PA2025-0823;2025-04-07;Standard;15;Bestandskunde;Medizintechnik;Bearbeitung;2;Stahl;pulverbeschichtet;28;28;15;0,006;4;6;6;1,0;4;0;0;16;2
PA2025-0824;2025-04-05;Standard;5;Bestandskunde;Haushaltsgeräte;Bearbeitung;10;Stahl;pulverbeschichtet;26;26;7;0,02;4;30;30;1,0;4;0;0;70;10
PA2025-0825;2025-04-07;Standard;9;Bestandskunde;Maschinenbau;Bearbeitung;9;Stahl;pulverbeschichtet;26;26;7;0,018;4;27;27;1,0;4;0;0;63;9
PA2025-0826;2025-04-07;Standard;6;Bestandskunde;Maschinenbau;Bearbeitung;4;Stahl;pulverbeschichtet;28;28;15;0,012;4;12;12;1,0;4;0;0;32;4
PA2025-0827;2025-04-03;Standard;11;Bestandskunde;Logistiktechnik;Bearbeitung;10;Stahl;pulverbeschichtet;26;26;7;0,02;4;30;30;1,0;4;0;0;70;10
PA2025-0828;2025-04-02;Änderung;10;Bestandskunde;Haushaltsgeräte;Bearbeitung;15;Stahl;pulverbeschichtet;26;26;7;0,03;4;45;45;1,0;4;0;0;105;15
PA2025-0829;2025-04-02;Standard;14;Bestandskunde;Sonstige;Bearbeitung;13;Stahl;pulverbeschichtet;26;26;7;0,026;4;39;39;1,0;4;0;0;91;13
PA2025-0830;2025-04-05;Standard;12;Bestandskunde;Sonstige;Bearbeitung;19;Stahl;pulverbeschichtet;26;26;7;0,038;4;57;57;1,0;4;0;0;133;19
PA2025-0831;2025-04-04;Änderung;10;Bestandskunde;Sonstige;Bearbeitung;18;Stahl;pulverbeschichtet;28;28;15;0,054;4;54;54;1,0;4;0;0;144;18
PA2025-0832;2025-04-06;Standard;7;Bestandskunde;Maschinenbau;Bearbeitung;15;Stahl;pulverbeschichtet;26;26;7;0,03;4;45;45;1,0;4;0;0;105;15
PA2025-0833;2025-04-04;Standard;13;Bestandskunde;Logistiktechnik;Bearbeitung;5;Stahl;pulverbeschichtet;26;26;7;0,01;4;15;15;1,0;4;0;0;35;5
PA2025-0834;2025-04-05;Standard;7;Bestandskunde;Logistiktechnik;Bearbeitung;11;Stahl;pulverbeschichtet;28;28;15;0,033;4;33;33;1,0;4;0;0;88;11
PA2025-0835;2025-04-02;Standard;5;Bestandskunde;Haushaltsgeräte;Bearbeitung;15;Stahl;pulverbeschichtet;28;28;15;0,045;4;45;45;1,0;4;0;0;120;15
PA2025-0836;2025-04-08;Standard;12;Bestandskunde;Logistiktechnik;Bearbeitung;4;Stahl;pulverbeschichtet;26;26;7;0,008;4;12;12;1,0;4;0;0;28;4
PA2025-0837;2025-04-08;Standard;6;Bestandskunde;Medizintechnik;Bearbeitung;10;Stahl;pulverbeschichtet;28;28;15;0,03;4;30;30;1,0;4;0;0;80;10
PA2025-0838;2025-04-06;Standard;14;Bestandskunde;Sonstige;Bearbeitung;6;Stahl;pulverbeschichtet;28;28;15;0,018;4;18;18;1,0;4;0;0;48;6
PA2025-0839;2025-04-02;Standard;11;Bestandskunde;Sonstige;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2025-0840;2025-04-08;Standard;11;Bestandskunde;Maschinenbau;Bearbeitung;3;Stahl;pulverbeschichtet;28;28;15;0,009;4;9;9;1,0;4;0;0;24;3
PA2025-0841;2025-04-06;Standard;15;Bestandskunde;Logistiktechnik;Bearbeitung;15;Stahl;pulverbeschichtet;28;28;15;0,045;4;45;45;1,0;4;0;0;120;15
PA2025-0842;2025-04-05;Standard;5;Bestandskunde;Maschinenbau;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2025-0843;2025-04-05;Änderung;5;Neukunde;Automobilindustrie;Bearbeitung;19;Stahl;pulverbeschichtet;28;28;15;0,057;4;57;57;1,0;4;0;0;152;19
PA2025-0844;2025-04-07;Standard;7;Bestandskunde;Logistiktechnik;Bearbeitung;20;Stahl;pulverbeschichtet;26;26;7;0,04;4;60;60;1,0;4;0;0;140;20
PA2025-0845;2025-04-03;Standard;11;Bestandskunde;Haushaltsgeräte;Bearbeitung;10;Stahl;pulverbeschichtet;28;28;15;0,03;4;30;30;1,0;4;0;0;80;10
PA2025-0846;2025-04-04;Standard;5;Bestandskunde;Haushaltsgeräte;Bearbeitung;17;Stahl;pulverbeschichtet;28;28;15;0,051;4;51;51;1,0;4;0;0;136;17
PA2025-0847;2025-04-08;Änderung;10;Neukunde;Haushaltsgeräte;Bearbeitung;2;Stahl;pulverbeschichtet;28;28;15;0,006;4;6;6;1,0;4;0;0;16;2
PA2025-0848;2025-04-02;Standard;10;Bestandskunde;Sonstige;Bearbeitung;19;Stahl;pulverbeschichtet;26;26;7;0,038;4;57;57;1,0;4;0;0;133;19
PA2025-0849;2025-04-04;Standard;11;Bestandskunde;Sonstige;Bearbeitung;7;Stahl;pulverbeschichtet;28;28;15;0,021;4;21;21;1,0;4;0;0;56;7
PA2025-0850;2025-04-03;Änderung;7;Bestandskunde;Medizintechnik;Bearbeitung;12;Stahl;pulverbeschichtet;26;26;7;0,024;4;36;36;1,0;4;0;0;84;12
PA2025-0851;2025-04-04;Standard;5;Bestandskunde;Haushaltsgeräte;Bearbeitung;1;Stahl;pulverbeschichtet;28;28;15;0,003;4;3;3;1,0;4;0;0;8;1
PA2025-0852;2025-04-07;Änderung;14;Bestandskunde;Automobilindustrie;Bearbeitung;5;Stahl;pulverbeschichtet;26;26;7;0,01;4;15;15;1,0;4;0;0;35;5
PA2025-0853;2025-04-08;Standard;13;Bestandskunde;Maschinenbau;Bearbeitung;14;Stahl;pulverbeschichtet;28;28;15;0,042;4;42;42;1,0;4;0;0;112;14
PA2025-0854;2025-04-04;Standard;8;Bestandskunde;Logistiktechnik;Bearbeitung;19;Stahl;pulverbeschichtet;28;28;15;0,057;4;57;57;1,0;4;0;0;152;19
PA2025-0855;2025-04-03;Änderung;15;Bestandskunde;Automobilindustrie;Bearbeitung;19;Stahl;pulverbeschichtet;28;28;15;0,057;4;57;57;1,0;4;0;0;152;19
PA2025-0856;2025-04-02;Standard;14;Bestandskunde;Maschinenbau;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2025-0857;2025-04-07;Änderung;15;Neukunde;Sonstige;Bearbeitung;9;Stahl;pulverbeschichtet;26;26;7;0,018;4;27;27;1,0;4;0;0;63;9
PA2025-0858;2025-04-02;Standard;15;Bestandskunde;Automobilindustrie;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2025-0859;2025-04-06;Standard;5;Bestandskunde;Maschinenbau;Bearbeitung;1;Stahl;pulverbeschichtet;26;26;7;0,002;4;3;3;1,0;4;0;0;7;1
PA2025-0860;2025-04-06;Standard;15;Bestandskunde;Sonstige;Bearbeitung;12;Stahl;pulverbeschichtet;28;28;15;0,036;4;36;36;1,0;4;0;0;96;12
PA2025-0861;2025-04-03;Standard;4;Bestandskunde;Maschinenbau;Bearbeitung;10;Stahl;pulverbeschichtet;28;28;15;0,03;4;30;30;1,0;4;0;0;80;10
PA2025-0862;2025-04-07;Standard;14;Bestandskunde;Logistiktechnik;Bearbeitung;10;Stahl;pulverbeschichtet;28;28;15;0,03;4;30;30;1,0;4;0;0;80;10
PA2025-0863;2025-04-05;Standard;5;Bestandskunde;Maschinenbau;Bearbeitung;9;Stahl;pulverbeschichtet;26;26;7;0,018;4;27;27;1,0;4;0;0;63;9
PA2025-0864;2025-04-06;Standard;10;Bestandskunde;Automobilindustrie;Bearbeitung;4;Stahl;pulverbeschichtet;28;28;15;0,012;4;12;12;1,0;4;0;0;32;4
PA2025-0865;2025-04-07;Standard;14;Bestandskunde;Automobilindustrie;Bearbeitung;8;Stahl;pulverbeschichtet;26;26;7;0,016;4;24;24;1,0;4;0;0;56;8
PA2025-0866;2025-04-08;Standard;15;Bestandskunde;Automobilindustrie;Bearbeitung;3;Stahl;pulverbeschichtet;28;28;15;0,009;4;9;9;1,0;4;0;0;24;3
PA2025-0867;2025-04-08;Änderung;14;Bestandskunde;Logistiktechnik;Bearbeitung;13;Stahl;pulverbeschichtet;26;26;7;0,026;4;39;39;1,0;4;0;0;91;13
PA2025-0868;2025-04-07;Standard;8;Bestandskunde;Sonstige;Bearbeitung;12;Stahl;pulverbeschichtet;26;26;7;0,024;4;36;36;1,0;4;0;0;84;12
PA2025-0869;2025-04-08;Änderung;6;Bestandskunde;Maschinenbau;Bearbeitung;16;Stahl;pulverbeschichtet;26;26;7;0,032;4;48;48;1,0;4;0;0;112;16
PA2025-0870;2025-04-07;Standard;9;Bestandskunde;Maschinenbau;Bearbeitung;16;Stahl;pulverbeschichtet;28;28;15;0,048;4;48;48;1,0;4;0;0;128;16
PA2025-0871;2025-04-13;Änderung;14;Bestandskunde;Logistiktechnik;Bearbeitung;15;Stahl;pulverbeschichtet;28;28;15;0,045;4;45;45;1,0;4;0;0;120;15
PA2025-0872;2025-04-11;Standard;15;Bestandskunde;Automobilindustrie;Bearbeitung;18;Stahl;pulverbeschichtet;28;28;15;0,054;4;54;54;1,0;4;0;0;144;18
PA2025-0873;2025-04-13;Standard;10;Bestandskunde;Logistiktechnik;Bearbeitung;4;Stahl;pulverbeschichtet;28;28;15;0,012;4;12;12;1,0;4;0;0;32;4
PA2025-0874;2025-04-13;Standard;13;Bestandskunde;Automobilindustrie;Bearbeitung;8;Stahl;pulverbeschichtet;28;28;15;0,024;4;24;24;1,0;4;0;0;64;8
PA2025-0875;2025-04-14;Standard;8;Bestandskunde;Automobilindustrie;Bearbeitung;1;Stahl;pulverbeschichtet;26;26;7;0,002;4;3;3;1,0;4;0;0;7;1
