order_id,customer,product_id,variant,order_date,due_date,is_rush,priority,quantity
O-00949,Jones LLC,P-DV,P-DV-V2,2024-04-10,2024-04-20,False,normal,11
O-00950,Becksbrauerei,P-DV,P-DV-V1,2024-04-10,2024-04-29,False,normal,10
O-00951,"Evans, Hayden and Vaughn",P-KK,P-KK-V1,2024-04-11,2024-05-01,False,normal,11
O-00952,Bruce-Gonzalez,P-KK,P-KK-V1,2024-04-13,2024-05-04,False,normal,16
O-00953,Castaneda-Rodriguez,P-DV,P-DV-V3,2024-04-13,2024-04-22,False,normal,15
O-00954,Becksbrauerei,P-DV,P-DV-V3,2024-04-08,2024-04-28,False,normal,18
O-00955,Becksbrauerei,P-KK,P-KK-V3,2024-04-08,2024-04-25,False,normal,12
O-00956,Becksbrauerei,P-KK,P-KK-V3,2024-04-08,2024-04-19,False,normal,9
O-00957,Armstrong-Andrews,P-KK,P-KK-V1,2024-04-08,2024-04-27,False,normal,17
O-00958,Becksbrauerei,P-DV,P-DV-V1,2024-04-11,2024-04-26,False,normal,2
O-00959,Becksbrauerei,P-DV,P-DV-V2,2024-04-09,2024-04-27,False,normal,10
O-00960,Becksbrauerei,P-DV,P-DV-V2,2024-04-10,2024-04-29,False,normal,15
O-00961,"Phillips, Spence and Barrett",P-DV,P-DV-V2,2024-04-17,2024-04-27,False,normal,14
O-00962,Becksbrauerei,P-DV,P-DV-V1,2024-04-21,2024-04-28,False,normal,17
O-00963,Becksbrauerei,P-DV,P-DV-V1,2024-04-19,2024-05-06,True,hoch,9
O-00964,Smith-Grimes,P-DV,P-DV-V1,2024-04-19,2024-05-08,False,normal,5
O-00965,Becksbrauerei,P-KK,P-KK-V2,2024-04-21,2024-05-08,False,normal,10
O-00966,"Beltran, Lozano and Mcgee",P-DV,P-DV-V2,2024-04-19,2024-05-08,False,normal,5
O-00967,Becksbrauerei,P-DV,P-DV-V2,2024-04-20,2024-05-10,True,hoch,10
O-00968,Parsons-Hall,P-DV,P-DV-V1,2024-04-18,2024-04-30,True,hoch,16
O-00969,Robinson-Lee,P-KK,P-KK-V3,2024-04-19,2024-05-09,False,normal,16
O-00970,Becksbrauerei,P-KK,P-KK-V3,2024-04-19,2024-04-24,False,normal,2
O-00971,Becksbrauerei,P-KK,P-KK-V3,2024-04-18,2024-04-27,False,normal,12
O-00972,Becksbrauerei,P-DV,P-DV-V3,2024-04-17,2024-04-23,False,normal,3
O-00973,Becksbrauerei,P-KK,P-KK-V2,2024-04-21,2024-04-29,False,normal,11
O-00974,Byrd-Le,P-DV,P-DV-V3,2024-04-21,2024-05-05,False,normal,12
O-00975,Becksbrauerei,P-KK,P-KK-V3,2024-04-21,2024-04-30,True,hoch,12
O-00976,Becksbrauerei,P-DV,P-DV-V2,2024-04-17,2024-04-27,True,hoch,8
O-00977,Becksbrauerei,P-KK,P-KK-V1,2024-04-18,2024-05-07,False,normal,5
O-00978,Becksbrauerei,P-KK,P-KK-V4,2024-04-17,2024-05-01,False,normal,15
O-00979,"Becker, Taylor and Davis",P-DV,P-DV-V1,2024-04-20,2024-05-04,True,hoch,8
O-00980,Becksbrauerei,P-KK,P-KK-V2,2024-04-20,2024-05-02,False,normal,3
O-00981,"Lucas, Parker and Alexander",P-DV,P-DV-V3,2024-04-21,2024-04-29,True,hoch,14
O-00982,Becksbrauerei,P-KK,P-KK-V2,2024-04-15,2024-04-21,False,normal,2
O-00983,Becksbrauerei,P-DV,P-DV-V1,2024-04-17,2024-04-23,True,hoch,4
O-00984,Becksbrauerei,P-KK,P-KK-V2,2024-04-19,2024-04-30,False,normal,3
O-00985,"Diaz, Anderson and Browning",P-KK,P-KK-V3,2024-04-19,2024-05-05,False,normal,20
O-00986,Burgess-Thompson,P-KK,P-KK-V1,2024-04-15,2024-04-20,False,normal,10
O-00987,Buchanan LLC,P-KK,P-KK-V1,2024-04-20,2024-04-28,False,normal,16
O-00988,"Shaw, Nelson and Martin",P-DV,P-DV-V3,2024-04-19,2024-04-29,False,normal,6
O-00989,Becksbrauerei,P-DV,P-DV-V2,2024-04-18,2024-04-29,False,normal,11
O-00990,Coffey-Phillips,P-KK,P-KK-V4,2024-04-15,2024-05-06,False,normal,10
O-00991,Becksbrauerei,P-KK,P-KK-V1,2024-04-17,2024-05-07,True,hoch,20
O-00992,Becksbrauerei,P-DV,P-DV-V3,2024-04-21,2024-05-10,False,normal,14
O-00993,Becksbrauerei,P-KK,P-KK-V1,2024-04-21,2024-05-11,False,normal,1
O-00994,Becksbrauerei,P-DV,P-DV-V3,2024-04-15,2024-05-02,False,normal,3
O-00995,Brock-Mcdonald,P-KK,P-KK-V2,2024-04-18,2024-05-05,False,normal,6
O-00996,Taylor and Sons,P-KK,P-KK-V3,2024-04-16,2024-05-01,False,normal,13
O-00997,Becksbrauerei,P-KK,P-KK-V2,2024-04-21,2024-05-09,False,normal,19
O-00998,Becksbrauerei,P-DV,P-DV-V3,2024-04-18,2024-05-04,False,normal,13
O-00999,Becksbrauerei,P-DV,P-DV-V3,2024-04-17,2024-04-26,False,normal,9
O-01000,"Ramsey, Whitney and Coffey",P-DV,P-DV-V2,2024-04-16,2024-04-25,True,hoch,3
O-01001,Becksbrauerei,P-DV,P-DV-V3,2024-04-15,2024-04-25,False,normal,5
O-01002,Becksbrauerei,P-DV,P-DV-V3,2024-04-19,2024-04-27,False,normal,17
O-01003,Becksbrauerei,P-DV,P-DV-V2,2024-04-16,2024-04-30,False,normal,9
O-01004,Becksbrauerei,P-DV,P-DV-V3,2024-04-19,2024-04-24,False,normal,14
O-01005,Becksbrauerei,P-KK,P-KK-V4,2024-04-18,2024-05-03,False,normal,2
O-01006,Becksbrauerei,P-KK,P-KK-V2,2024-04-19,2024-05-03,False,normal,14
O-01007,Becksbrauerei,P-KK,P-KK-V3,2024-04-20,2024-05-07,False,normal,16
O-01008,Becksbrauerei,P-DV,P-DV-V2,2024-04-19,2024-04-29,False,normal,16
O-01009,Becksbrauerei,P-DV,P-DV-V3,2024-04-20,2024-05-06,False,normal,2
O-01010,"Diaz, Gibbs and Smith",P-KK,P-KK-V1,2024-04-16,2024-05-02,False,normal,1
O-01011,Becksbrauerei,P-DV,P-DV-V2,2024-04-15,2024-05-03,False,normal,12
O-01012,Becksbrauerei,P-KK,P-KK-V2,2024-04-16,2024-04-28,False,normal,3
O-01013,Becksbrauerei,P-DV,P-DV-V1,2024-04-17,2024-04-27,True,hoch,15
O-01014,"Martinez, Richardson and Curry",P-DV,P-DV-V3,2024-04-19,2024-05-07,False,normal,19
O-01015,Becksbrauerei,P-KK,P-KK-V3,2024-04-18,2024-05-05,False,normal,16
O-01016,Richards-Carson,P-KK,P-KK-V2,2024-04-17,2024-05-07,False,normal,11
O-01017,Becksbrauerei,P-KK,P-KK-V3,2024-04-17,2024-05-05,False,normal,3
O-01018,Becksbrauerei,P-KK,P-KK-V3,2024-04-17,2024-04-23,False,normal,8
O-01019,Becksbrauerei,P-KK,P-KK-V1,2024-04-19,2024-05-04,False,normal,17
O-01020,Becksbrauerei,P-DV,P-DV-V2,2024-04-16,2024-05-02,False,normal,10
O-01021,Becksbrauerei,P-DV,P-DV-V2,2024-04-20,2024-05-05,False,normal,20
O-01022,Becksbrauerei,P-DV,P-DV-V3,2024-04-21,2024-05-01,False,normal,17
O-01023,Becksbrauerei,P-KK,P-KK-V4,2024-04-16,2024-05-05,False,normal,20
O-01024,Becksbrauerei,P-DV,P-DV-V3,2024-04-20,2024-04-26,False,normal,5
O-01025,Becksbrauerei,P-KK,P-KK-V2,2024-04-20,2024-05-04,False,normal,3
O-01026,Becksbrauerei,P-KK,P-KK-V4,2024-04-17,2024-05-01,False,normal,20
O-01027,Becksbrauerei,P-KK,P-KK-V4,2024-04-16,2024-04-24,False,normal,10
O-01028,Rodriguez-Hall,P-DV,P-DV-V2,2024-04-19,2024-05-07,False,normal,7
O-01029,Harvey PLC,P-KK,P-KK-V3,2024-04-16,2024-04-21,False,normal,18
O-01030,Becksbrauerei,P-KK,P-KK-V1,2024-04-20,2024-05-10,False,normal,3
O-01031,Becksbrauerei,P-DV,P-DV-V3,2024-04-17,2024-04-24,False,normal,12
O-01032,Becksbrauerei,P-KK,P-KK-V4,2024-04-21,2024-04-30,False,normal,17
O-01033,Becksbrauerei,P-KK,P-KK-V3,2024-04-18,2024-04-25,False,normal,11
O-01034,Herman-Walker,P-DV,P-DV-V3,2024-04-20,2024-05-07,False,normal,14
O-01035,Becksbrauerei,P-KK,P-KK-V2,2024-04-15,2024-04-25,False,normal,14
O-01036,Reid Group,P-DV,P-DV-V3,2024-04-15,2024-05-05,False,normal,4
O-01037,"Turner, Ortiz and Taylor",P-DV,P-DV-V3,2024-04-18,2024-05-08,False,normal,5
O-01038,Becksbrauerei,P-DV,P-DV-V2,2024-04-20,2024-05-06,False,normal,20
O-01039,Becksbrauerei,P-KK,P-KK-V1,2024-04-20,2024-05-02,False,normal,12
O-01040,Torres Group,P-KK,P-KK-V2,2024-04-21,2024-05-10,False,normal,13
O-01041,Davis PLC,P-DV,P-DV-V2,2024-04-15,2024-04-27,False,normal,6
O-01042,Becksbrauerei,P-DV,P-DV-V3,2024-04-17,2024-05-05,False,normal,3
O-01043,Becksbrauerei,P-DV,P-DV-V2,2024-04-20,2024-05-08,False,normal,14
O-01044,Becksbrauerei,P-KK,P-KK-V2,2024-04-20,2024-05-03,False,normal,20
O-01045,Becksbrauerei,P-DV,P-DV-V2,2024-04-20,2024-04-25,False,normal,6
O-01046,Becksbrauerei,P-DV,P-DV-V3,2024-04-16,2024-04-21,False,normal,11
O-01047,Price LLC,P-KK,P-KK-V1,2024-04-16,2024-04-28,False,normal,5
O-01048,Becksbrauerei,P-DV,P-DV-V2,2024-04-18,2024-05-08,False,normal,6
O-01049,Becksbrauerei,P-DV,P-DV-V2,2024-04-16,2024-04-23,False,normal,13
O-01050,"Avery, Horton and Fernandez",P-KK,P-KK-V1,2024-04-15,2024-04-27,False,normal,7
O-01051,Becksbrauerei,P-DV,P-DV-V3,2024-04-28,2024-05-08,True,hoch,20
O-01052,Becksbrauerei,P-DV,P-DV-V1,2024-04-22,2024-05-08,False,normal,1
O-01053,"Newton, Moore and Perry",P-DV,P-DV-V2,2024-04-28,2024-05-18,True,hoch,7
O-01054,Becksbrauerei,P-DV,P-DV-V2,2024-04-27,2024-05-17,False,normal,7
O-01055,Becksbrauerei,P-KK,P-KK-V3,2024-04-27,2024-05-08,False,normal,5
O-01056,Bass PLC,P-KK,P-KK-V3,2024-04-24,2024-05-06,False,normal,12
O-01057,Becksbrauerei,P-DV,P-DV-V1,2024-04-22,2024-05-12,False,normal,13
O-01058,Becksbrauerei,P-KK,P-KK-V4,2024-04-27,2024-05-15,False,normal,4
O-01059,Becksbrauerei,P-KK,P-KK-V1,2024-04-24,2024-05-06,False,normal,20
O-01060,Becksbrauerei,P-KK,P-KK-V1,2024-04-24,2024-05-15,False,normal,13
O-01061,Becksbrauerei,P-DV,P-DV-V1,2024-04-26,2024-05-02,False,normal,17
O-01062,Crosby-Ramirez,P-DV,P-DV-V2,2024-04-25,2024-05-04,True,hoch,14
O-01063,Becksbrauerei,P-KK,P-KK-V3,2024-04-22,2024-05-07,True,hoch,9
O-01064,"Wood, Ramos and Sampson",P-DV,P-DV-V2,2024-04-24,2024-05-07,False,normal,9
O-01065,Becksbrauerei,P-DV,P-DV-V2,2024-04-23,2024-05-08,False,normal,5
O-01066,Becksbrauerei,P-DV,P-DV-V1,2024-04-23,2024-05-02,True,hoch,16
O-01067,Garcia-Jennings,P-DV,P-DV-V1,2024-04-27,2024-05-16,False,normal,16
O-01068,Becksbrauerei,P-KK,P-KK-V4,2024-04-24,2024-05-14,False,normal,5
O-01069,Becksbrauerei,P-KK,P-KK-V3,2024-04-22,2024-05-03,False,normal,6
O-01070,"Winters, Newman and Brown",P-DV,P-DV-V3,2024-04-27,2024-05-08,False,normal,17
O-01071,Becksbrauerei,P-KK,P-KK-V4,2024-04-22,2024-05-04,False,normal,11
O-01072,Becksbrauerei,P-KK,P-KK-V3,2024-04-27,2024-05-05,False,normal,4
O-01073,Lopez-Martinez,P-DV,P-DV-V1,2024-04-22,2024-04-29,False,normal,16
O-01074,Becksbrauerei,P-DV,P-DV-V3,2024-04-24,2024-04-29,False,normal,20
O-01075,Becksbrauerei,P-DV,P-DV-V2,2024-04-27,2024-05-06,False,normal,10
O-01076,Becksbrauerei,P-DV,P-DV-V1,2024-04-27,2024-05-04,False,normal,3
O-01077,Davis-Lewis,P-DV,P-DV-V2,2024-04-23,2024-05-05,False,normal,3
O-01078,Becksbrauerei,P-KK,P-KK-V2,2024-04-23,2024-05-10,False,normal,5
O-01079,"Harper, Smith and Buchanan",P-KK,P-KK-V3,2024-04-25,2024-05-13,False,normal,20
O-01080,Becksbrauerei,P-KK,P-KK-V3,2024-04-27,2024-05-05,False,normal,16
O-01081,Becksbrauerei,P-DV,P-DV-V2,2024-04-25,2024-05-08,False,normal,14
O-01082,Becksbrauerei,P-DV,P-DV-V3,2024-04-23,2024-05-11,False,normal,17
O-01083,Zhang PLC,P-DV,P-DV-V2,2024-04-27,2024-05-09,False,normal,16
O-01084,Jones PLC,P-KK,P-KK-V3,2024-04-25,2024-05-13,True,hoch,10
O-01085,Becksbrauerei,P-KK,P-KK-V2,2024-04-27,2024-05-11,False,normal,10
O-01086,Becksbrauerei,P-KK,P-KK-V1,2024-04-22,2024-05-13,True,hoch,4
O-01087,Becksbrauerei,P-DV,P-DV-V3,2024-04-27,2024-05-10,False,normal,17
O-01088,Becksbrauerei,P-KK,P-KK-V1,2024-04-27,2024-05-16,False,normal,13
O-01089,Willis and Sons,P-KK,P-KK-V1,2024-04-25,2024-05-09,False,normal,15
O-01090,Becksbrauerei,P-DV,P-DV-V2,2024-04-28,2024-05-08,False,normal,20
O-01091,Becksbrauerei,P-DV,P-DV-V3,2024-04-22,2024-05-10,False,normal,4
O-01092,Becksbrauerei,P-KK,P-KK-V2,2024-04-27,2024-05-17,False,normal,20
O-01093,Schroeder-Kramer,P-DV,P-DV-V2,2024-04-26,2024-05-12,False,normal,13
O-01094,Becksbrauerei,P-DV,P-DV-V1,2024-04-23,2024-05-02,True,hoch,1
O-01095,Becksbrauerei,P-KK,P-KK-V1,2024-04-23,2024-05-13,False,normal,14
O-01096,Becksbrauerei,P-KK,P-KK-V1,2024-04-24,2024-05-13,False,normal,4
O-01097,Becksbrauerei,P-KK,P-KK-V2,2024-04-27,2024-05-16,False,normal,15
O-01098,Becksbrauerei,P-KK,P-KK-V2,2024-04-24,2024-05-11,True,hoch,14
O-01099,Becksbrauerei,P-DV,P-DV-V2,2024-04-27,2024-05-11,True,hoch,17
O-01100,Becksbrauerei,P-DV,P-DV-V1,2024-04-27,2024-05-03,False,normal,11
O-01101,Becksbrauerei,P-KK,P-KK-V3,2024-04-27,2024-05-15,False,normal,20
O-01102,Becksbrauerei,P-DV,P-DV-V2,2024-04-27,2024-05-15,True,hoch,7
O-01103,Becksbrauerei,P-DV,P-DV-V2,2024-04-25,2024-05-07,False,normal,11
O-01104,"Smith, Garrison and Thomas",P-DV,P-DV-V1,2024-04-24,2024-05-11,False,normal,12
O-01105,Fernandez and Sons,P-DV,P-DV-V1,2024-04-26,2024-05-07,False,normal,16
O-01106,Becksbrauerei,P-KK,P-KK-V2,2024-04-23,2024-05-03,False,normal,14
O-01107,Guerrero Inc,P-DV,P-DV-V2,2024-04-23,2024-05-04,False,normal,12
O-01108,Smith and Sons,P-DV,P-DV-V2,2024-04-27,2024-05-07,False,normal,17
O-01109,Becksbrauerei,P-KK,P-KK-V1,2024-04-24,2024-05-12,True,hoch,18
O-01110,"Morris, Thompson and Williams",P-KK,P-KK-V4,2024-04-24,2024-05-09,False,normal,18
O-01111,Becksbrauerei,P-DV,P-DV-V1,2024-04-28,2024-05-19,False,normal,2
O-01112,"Fisher, Wilson and Brown",P-DV,P-DV-V2,2024-04-28,2024-05-06,False,normal,20
O-01113,Becksbrauerei,P-KK,P-KK-V1,2024-04-26,2024-05-04,False,normal,7
O-01114,Strickland-Palmer,P-DV,P-DV-V1,2024-04-27,2024-05-11,False,normal,16
O-01115,Becksbrauerei,P-KK,P-KK-V2,2024-04-27,2024-05-13,False,normal,7
O-01116,Hayes and Sons,P-DV,P-DV-V2,2024-04-28,2024-05-03,False,normal,11
O-01117,"Williams, Logan and Camacho",P-DV,P-DV-V3,2024-04-23,2024-04-30,False,normal,14
O-01118,"Turner, Schneider and Johnson",P-DV,P-DV-V3,2024-04-27,2024-05-09,False,normal,14
O-01119,Becksbrauerei,P-KK,P-KK-V2,2024-04-28,2024-05-16,False,normal,15
O-01120,Boone-Simmons,P-DV,P-DV-V1,2024-04-25,2024-05-04,False,normal,17
O-01121,Henry Group,P-KK,P-KK-V1,2024-04-24,2024-05-09,False,normal,14
O-01122,Becksbrauerei,P-KK,P-KK-V4,2024-04-28,2024-05-04,False,normal,19
O-01123,Lam LLC,P-KK,P-KK-V3,2024-04-25,2024-05-12,False,normal,10
O-01124,Becksbrauerei,P-DV,P-DV-V2,2024-04-22,2024-05-05,False,normal,5
O-01125,Becksbrauerei,P-DV,P-DV-V2,2024-04-27,2024-05-08,False,normal,20
O-01126,"Hernandez, Martinez and Weber",P-DV,P-DV-V3,2024-04-24,2024-05-11,False,normal,3
O-01127,Becksbrauerei,P-KK,P-KK-V3,2024-04-25,2024-05-04,False,normal,7
O-01128,Becksbrauerei,P-KK,P-KK-V3,2024-04-26,2024-05-11,False,normal,1
O-01129,"Kelley, Nguyen and Vang",P-DV,P-DV-V1,2024-04-28,2024-05-12,False,normal,4
O-01130,Becksbrauerei,P-KK,P-KK-V3,2024-04-24,2024-05-15,False,normal,4
O-01131,"Phillips, Wagner and Jordan",P-DV,P-DV-V2,2024-04-26,2024-05-01,False,normal,19
O-01132,"Wilson, Pena and Rich",P-KK,P-KK-V3,2024-04-24,2024-05-08,False,normal,19
O-01133,Becksbrauerei,P-KK,P-KK-V4,2024-04-26,2024-05-08,True,hoch,7
O-01134,"Le, Lewis and Hayes",P-DV,P-DV-V2,2024-04-22,2024-05-01,False,normal,3
O-01135,Becksbrauerei,P-KK,P-KK-V1,2024-04-25,2024-05-04,False,normal,12
O-01136,Gutierrez Group,P-DV,P-DV-V3,2024-04-26,2024-05-17,False,normal,19
O-01137,Perry-Davis,P-DV,P-DV-V3,2024-04-25,2024-05-14,False,normal,14
O-01138,Becksbrauerei,P-KK,P-KK-V2,2024-04-26,2024-05-05,False,normal,17
O-01139,Becksbrauerei,P-KK,P-KK-V2,2024-04-25,2024-05-15,True,hoch,18
O-01140,Becksbrauerei,P-DV,P-DV-V1,2024-04-26,2024-05-14,True,hoch,10
O-01141,Becksbrauerei,P-KK,P-KK-V2,2024-04-29,2024-05-15,False,normal,10
O-01142,Becksbrauerei,P-DV,P-DV-V1,2024-05-05,2024-05-14,False,normal,2
O-01143,Becksbrauerei,P-DV,P-DV-V2,2024-04-30,2024-05-10,False,normal,4
O-01144,Becksbrauerei,P-DV,P-DV-V1,2024-05-05,2024-05-11,False,normal,19
O-01145,Edwards-Scott,P-DV,P-DV-V2,2024-05-05,2024-05-22,False,normal,20
O-01146,Becksbrauerei,P-KK,P-KK-V2,2024-05-03,2024-05-22,False,normal,5
O-01147,Mcdaniel Group,P-DV,P-DV-V1,2024-05-05,2024-05-23,False,normal,11
O-01148,Davis Inc,P-KK,P-KK-V4,2024-05-04,2024-05-17,False,normal,1
O-01149,Becksbrauerei,P-DV,P-DV-V3,2024-05-04,2024-05-12,False,normal,20
O-01150,Becksbrauerei,P-KK,P-KK-V2,2024-05-05,2024-05-25,False,normal,18
O-01151,Reynolds Ltd,P-KK,P-KK-V1,2024-05-01,2024-05-12,False,normal,19
O-01152,Becksbrauerei,P-DV,P-DV-V1,2024-05-05,2024-05-20,False,normal,1
O-01153,Becksbrauerei,P-DV,P-DV-V2,2024-04-30,2024-05-18,True,hoch,13
O-01154,Becksbrauerei,P-DV,P-DV-V1,2024-04-29,2024-05-07,False,normal,6
O-01155,Becksbrauerei,P-DV,P-DV-V1,2024-04-30,2024-05-14,False,normal,2
O-01156,Becksbrauerei,P-DV,P-DV-V1,2024-04-29,2024-05-05,False,normal,5
O-01157,"Watson, Anderson and Brown",P-DV,P-DV-V2,2024-05-01,2024-05-18,False,normal,2
O-01158,"Hoffman, Santiago and Jenkins",P-KK,P-KK-V2,2024-05-05,2024-05-17,False,normal,13
O-01159,Becksbrauerei,P-KK,P-KK-V3,2024-04-29,2024-05-14,False,normal,16
O-01160,Becksbrauerei,P-KK,P-KK-V4,2024-05-04,2024-05-16,False,normal,18
O-01161,Becksbrauerei,P-KK,P-KK-V2,2024-05-05,2024-05-14,False,normal,3
O-01162,Becksbrauerei,P-KK,P-KK-V2,2024-05-01,2024-05-11,False,normal,14
O-01163,Becksbrauerei,P-DV,P-DV-V1,2024-04-29,2024-05-18,False,normal,6
O-01164,"Pugh, Henderson and Moon",P-KK,P-KK-V1,2024-05-02,2024-05-15,False,normal,13
O-01165,Becksbrauerei,P-DV,P-DV-V3,2024-04-30,2024-05-21,False,normal,18
O-01166,Schmitt PLC,P-KK,P-KK-V3,2024-04-29,2024-05-16,False,normal,18
O-01167,Becksbrauerei,P-DV,P-DV-V2,2024-04-30,2024-05-21,False,normal,11
O-01168,Bell-Lane,P-DV,P-DV-V3,2024-05-02,2024-05-15,False,normal,11
O-01169,Moore Group,P-KK,P-KK-V4,2024-05-03,2024-05-18,True,hoch,1
O-01170,Boone LLC,P-DV,P-DV-V1,2024-04-29,2024-05-09,False,normal,16
O-01171,"Richardson, Farmer and Andrews",P-DV,P-DV-V3,2024-04-29,2024-05-06,False,normal,15
O-01172,Becksbrauerei,P-KK,P-KK-V3,2024-05-05,2024-05-22,False,normal,6
O-01173,Becksbrauerei,P-KK,P-KK-V1,2024-05-02,2024-05-18,False,normal,8
O-01174,Bruce-Villegas,P-KK,P-KK-V3,2024-05-04,2024-05-20,False,normal,10
O-01175,Becksbrauerei,P-KK,P-KK-V2,2024-05-02,2024-05-18,True,hoch,20
O-01176,Becksbrauerei,P-KK,P-KK-V1,2024-04-30,2024-05-17,True,hoch,17
O-01177,Becksbrauerei,P-DV,P-DV-V1,2024-05-03,2024-05-14,False,normal,20
O-01178,Becksbrauerei,P-KK,P-KK-V1,2024-05-03,2024-05-12,False,normal,19
O-01179,"Austin, Day and Johnson",P-KK,P-KK-V3,2024-04-30,2024-05-05,False,normal,18
O-01180,Becksbrauerei,P-DV,P-DV-V3,2024-05-03,2024-05-22,True,hoch,2
O-01181,"Gallegos, Adams and White",P-DV,P-DV-V2,2024-05-05,2024-05-23,False,normal,15
O-01182,Becksbrauerei,P-DV,P-DV-V2,2024-05-03,2024-05-09,False,normal,9
O-01183,Becksbrauerei,P-DV,P-DV-V3,2024-05-02,2024-05-17,True,hoch,3
O-01184,"Farmer, Dorsey and Bell",P-KK,P-KK-V2,2024-05-04,2024-05-22,False,normal,7
O-01185,Becksbrauerei,P-KK,P-KK-V3,2024-05-01,2024-05-08,False,normal,16
O-01186,Becksbrauerei,P-DV,P-DV-V1,2024-05-03,2024-05-18,False,normal,16
O-01187,Becksbrauerei,P-KK,P-KK-V3,2024-05-05,2024-05-11,False,normal,8
O-01188,Becksbrauerei,P-KK,P-KK-V4,2024-05-05,2024-05-13,False,normal,3
O-01189,Kane PLC,P-KK,P-KK-V1,2024-05-02,2024-05-17,False,normal,5
O-01190,Becksbrauerei,P-KK,P-KK-V4,2024-04-29,2024-05-13,False,normal,4
O-01191,Becksbrauerei,P-KK,P-KK-V1,2024-05-01,2024-05-18,False,normal,14
O-01192,Becksbrauerei,P-KK,P-KK-V1,2024-05-02,2024-05-19,False,normal,20
O-01193,Becksbrauerei,P-KK,P-KK-V3,2024-05-04,2024-05-09,False,normal,7
O-01194,"Morales, Thomas and Schultz",P-KK,P-KK-V1,2024-04-29,2024-05-06,False,normal,19
O-01195,Becksbrauerei,P-KK,P-KK-V3,2024-05-01,2024-05-19,False,normal,6
O-01196,Becksbrauerei,P-KK,P-KK-V2,2024-05-05,2024-05-11,True,hoch,14
O-01197,Becksbrauerei,P-DV,P-DV-V2,2024-05-03,2024-05-12,False,normal,11
O-01198,Becksbrauerei,P-DV,P-DV-V2,2024-04-29,2024-05-20,False,normal,2
O-01199,Becksbrauerei,P-KK,P-KK-V1,2024-05-02,2024-05-18,False,normal,7
O-01200,Davis PLC,P-KK,P-KK-V3,2024-04-30,2024-05-20,False,normal,20
O-01201,Becksbrauerei,P-DV,P-DV-V3,2024-05-03,2024-05-18,False,normal,6
O-01202,Bennett Group,P-KK,P-KK-V4,2024-05-05,2024-05-11,False,normal,8
O-01203,Moore-Collins,P-KK,P-KK-V4,2024-05-03,2024-05-14,False,normal,11
O-01204,Becksbrauerei,P-DV,P-DV-V1,2024-05-02,2024-05-12,False,normal,1
O-01205,Becksbrauerei,P-KK,P-KK-V3,2024-04-29,2024-05-07,False,normal,19
O-01206,Becksbrauerei,P-DV,P-DV-V1,2024-04-29,2024-05-10,False,normal,9
O-01207,Becksbrauerei,P-KK,P-KK-V3,2024-05-05,2024-05-17,False,normal,9
O-01208,Frank-Bradley,P-KK,P-KK-V1,2024-05-05,2024-05-14,False,normal,4
O-01209,Ware and Sons,P-DV,P-DV-V1,2024-05-01,2024-05-20,False,normal,6
O-01210,Webster Inc,P-DV,P-DV-V3,2024-04-29,2024-05-07,False,normal,7
O-01211,Becksbrauerei,P-KK,P-KK-V4,2024-05-04,2024-05-20,False,normal,8
O-01212,Becksbrauerei,P-KK,P-KK-V2,2024-05-05,2024-05-19,False,normal,2
O-01213,"Miller, Ramos and Coleman",P-DV,P-DV-V1,2024-05-05,2024-05-26,False,normal,7
O-01214,Becksbrauerei,P-KK,P-KK-V4,2024-05-05,2024-05-12,False,normal,17
O-01215,"Ramos, Nelson and Fischer",P-DV,P-DV-V2,2024-05-03,2024-05-22,False,normal,17
O-01216,Becksbrauerei,P-DV,P-DV-V3,2024-05-02,2024-05-22,False,normal,19
O-01217,Becksbrauerei,P-KK,P-KK-V2,2024-04-30,2024-05-11,False,normal,7
O-01218,Becksbrauerei,P-DV,P-DV-V2,2024-05-02,2024-05-12,False,normal,18
O-01219,Becksbrauerei,P-KK,P-KK-V2,2024-05-05,2024-05-12,False,normal,8
O-01220,Becksbrauerei,P-KK,P-KK-V4,2024-05-03,2024-05-18,False,normal,14
O-01221,Becksbrauerei,P-DV,P-DV-V2,2024-05-01,2024-05-14,False,normal,8
O-01222,Becksbrauerei,P-DV,P-DV-V3,2024-04-29,2024-05-15,False,normal,17
O-01223,Becksbrauerei,P-KK,P-KK-V3,2024-04-30,2024-05-08,True,hoch,18
O-01224,Reed Inc,P-KK,P-KK-V3,2024-04-30,2024-05-15,False,normal,9
O-01225,Becksbrauerei,P-KK,P-KK-V2,2024-05-05,2024-05-18,True,hoch,12
O-01226,Becksbrauerei,P-DV,P-DV-V2,2024-05-05,2024-05-10,False,normal,5
O-01227,Becksbrauerei,P-DV,P-DV-V1,2024-04-30,2024-05-11,False,normal,18
O-01228,Becksbrauerei,P-DV,P-DV-V3,2024-05-05,2024-05-24,False,normal,7
O-01229,Gregory-Watkins,P-DV,P-DV-V3,2024-05-02,2024-05-13,False,normal,1
O-01230,"Estrada, Williams and Foster",P-DV,P-DV-V1,2024-05-03,2024-05-12,False,normal,16
O-01231,"Brown, Harris and Dougherty",P-DV,P-DV-V2,2024-05-07,2024-05-25,False,normal,18
O-01232,Becksbrauerei,P-DV,P-DV-V2,2024-05-10,2024-05-15,False,normal,5
O-01233,Becksbrauerei,P-KK,P-KK-V3,2024-05-10,2024-05-27,False,normal,13
